;ID;subs;text
2195;7042;anger;Ik had nooit goed moeten vinden dat hij bij ons introk. Hee, luister je wel? Hee! Hm?
2196;1848;sadness;Dat ook al niet 100 keer gedaan heb. Het is gewoon niet genoeg. Ik ben niet genoeg. Je had maar dingen hoeven doen.
2197;3877;neutrality;Goeiemorgen. Morgen.
2199;4142;anger;Waar blijf je nou?
2200;5302;happiness;Dag schoonheid. Schatje? Ik hou van je.
2201;1690;neutrality;Ik heb m'n beste mensen erop gezet, ik wil die Maddy net zo graag vinden. En Malena. En Malena.
2202;5932;anger;Laat me je helpen. Alsof jij dat kan. Dat zeg ik niet, maar... Pap, 't maakt niet uit. Wat ik ook doe, het is toch fout. Zoek het maar uit.
2203;8002;disgust;Omdat ik medicijnen slik. Door die medicijnen en condooms... krijgen je bedpartners het virus niet. Luister, je weet niet wat het is.
2205;3932;fear;Wat moet ik doen? Zeg wat ik moet doen.
2206;5889;neutrality;Ik moet nog wat regelen. Ik zie je straks, ok?
2207;1621;fear;Hou me tegen.
2208;3227;happiness;2017 wordt helemaal mijn jaar.
2210;453;neutrality;Gefeliciteerd.
2212;575;anger;en jij verpest gewoon de korte tijd die we samen hebben.
2213;648;neutrality;Ik hoor het wel.
2214;8420;anger;Nou, zal ik 't dan maar met je uitmaken? Hoe zie je dat voor je?
2215;6621;anger;Dus ga je het stiekem doen via een derde? Je wilt 't bedrijf overnemen?
2216;3923;anger;ok, ander onderwerp graag.
2217;4898;fear;Fuck.
2220;6149;sadness;Wat ik ook zeg of doe, het is allemaal niet goed. Dat jullie er zijn, dat is genoeg.
2221;3687;neutrality;voor het feit dat je je nier hebt afgestaan.
2224;2662;neutrality;Besef je hoe moeilijk dat voor haar is?
2227;7016;anger;En waar kom jij vandaan? We zijn al uren open. Ik heb spullen gekocht, heeft Job dat niet gezegd? Nee.
2228;1223;fear;Ook. Omdat 't niks voorstelde met Rikki.
2229;5035;neutrality;Officieel moet Aysen akkoord zijn...
2230;6413;happiness;Door Noud zie ik alles weer 'n beetje zitten. En hij gaat z'n best voor me doen bij Aysen.
2231;3893;surprise;Sorry, ik dacht dat je out was.
2232;8351;sadness;Ja dus. Wat is er tussen jou en mama? Dat kun je beter met je moeder bespreken.
2234;2219;neutrality;Jongens, de dames willen een beetje spektakel. Ah, daar ben ik voor.
2235;2948;surprise;Sorry. Sorry?
2236;7226;neutrality;Rover, je thee. Lekker.
2240;6172;disgust;die kleedt je uit met d'r ogen. Een en al seks, die vrouw. Ik dacht dat eten haar passie was. Nou, ook. Ja, echt. Heeft Job je dat niet verteld?
2241;6770;happiness;Hij is absoluut goddelijk en... Jullie gaan sporten.
2243;5948;neutrality;Ik wil niks opdringen, maar... denk er alsjeblieft over na.
2245;6694;neutrality;Maak er 'n positieve kracht van. Ik meen het. Geef niet op. In de basis zit 't goed tussen jullie. Dit is een crisis. Jullie reageren het op elkaar af, dat is alles.
2246;810;sadness;Zonder ziekte waren we ook getrouwd, maar dan misschien vijf jaar later. Maar hij is wel ziek en hij gaat dood, dus alles moet nu meteen.
2247;3994;sadness;Het spijt me zo.
2248;37;neutrality;We moeten nog bespreken wat jullie willen. Dan zullen we eerst een datum moeten prikken. Zo kan ik toch niet werken als ceremoniemeester? Goed ehm... Laten we dan alvast beginnen met de muziek.
2249;3029;happiness;Dat kan je wel zeggen. Van Henegouwen, een grote uitgeverij.
2250;1817;fear;Is er al iets bekend over de uitslagen van de tests?
2251;8547;neutrality;Ja, ik begrijp ook wel dat het laat is en dat er nu niemand is. Maar ik had een afspraak. Kunt u mij niet doorverbinden met iemand? Een privenummer? Ja, ok, ik begrijp het. Dank u wel.
2252;4168;sadness;Sam, ik wil niet dat jij mij zal zien als de man die Olivier...
2254;7432;neutrality;Daarom vertel ik het erbij, dan snap je meteen waarom ik weg wilde.
2255;6437;fear;Ik ben alleen bang dat als we te grote stappen nemen, 't weer misgaat. Dat snap ik.
2256;5411;happiness;en dat ik door kan gaan met dit prachtige bedrijf Sanders Inc.
2258;3328;anger;Ondanks Teddy.
2259;7883;disgust;Vakwerk, hoor. Die nieuwe meerderheidsaandeelhouder... Nou ja, et cetera en huppeldepup.
2260;2485;sadness;Het is een enorm offer wat je op moet brengen. Het is m'n kleinkind.
2262;877;anger;Nu.
2263;2650;anger;Dat ik weet dat je 'n onbetrouwbare zak bent? Ik heb dit allemaal nooit zo gewild. Het is je ook maar overkomen.
2264;4623;fear;Ik wil niet dat hij doodgaat. Ach, meisje, hee.
2265;4314;anger;Laat me met rust.
2266;1512;neutrality;In Frankrijk hebben ze ook internet en kranten.
2267;6768;neutrality;Noud ziet er anders hartstikke fit en strak uit. Luister je goed? Hoor je 't een keer van een ander. mijn god.
2268;4157;surprise;Het is moeilijk met iemand die je kent. Nou, ik begrijp het niet. Het is toch je laatste wens?
2270;108;fear;Luister, als het moet, richt ik morgen een nieuw bedrijf op. Maar dit gaat veel verder dan mijn bedrijf. Iemand probeert me persoonlijk te vernietigen. Mijn naam, mijn status. Alles waar ik voor sta. Zo ben ik immers begonnen. En niet alleen mij. Mijn familie. Bing, Marcus. Ik weet niet wat ik moet doen als ik geen informatie kan halen bij Malena. Ik... ik ben altijd het gevecht aangegaan. Ik heb het uiteindelijk altijd gewonnen. Maar nu weet ik niet met wie ik te doen heb. Sanders Inc. betekent heel veel voor me, maar niet alles. Zou trouwens een leuke uitdaging zijn, misschien.
2271;6891;happiness;Dat ik dit zo sterk voel, daardoor realiseerde ik me ineens... Ik ben altijd van je blijven houden. Ik ook van jou. Ik wil zo snel mogelijk met je trouwen. En ik ook met jou.
2274;5738;anger;Waarom doe je nou zo?
2275;6440;happiness;Als we dat kunnen opbrengen... weet ik bijna zeker dat we ooit weer een gezin kunnen worden.
2277;2150;neutrality;Olivier.
2278;52;anger;Je bent al maanden bezig om...
2280;7225;neutrality;Ben jij al iets opgeschoten? Je vindt toch iemand leuk? Jaha. Daar is helaas nog niks aan veranderd.
2281;8144;anger;Die opdringerigheid van je neemt vervelende vormen aan.
2283;982;neutrality;Nee, ik weet het een maand of zo.
2285;5993;sadness;Hij wil niks meer met ons te maken hebben.
2286;897;surprise;'laat je even testen, misschien heb je hiv'? Hiv?
2287;3970;fear;Nee. Ik ga niet weg voor ik dit bosje heb afgeleverd. Aan Aysen zelf. Dan kan zij het vervolgens in de vuilnisbak gooien.
2288;1319;anger;Wat is hier in godsnaam aan de hand?
2289;7091;neutrality;Bram! Heb je die gezien toevallig? Nee. Pap! Pap, hij lag in 't stro.
2291;831;neutrality;Ik ga Olivier bellen. Ik moet huiswerk maken.
2292;6384;disgust;Ik liep voorbij en ik zag 'n laptop onbeheerd staan. En toen besloot je er foto's van te maken? Ik dacht...
2293;2361;happiness;Met hoeveel passie je overal voor gaat. Ook voor onze liefde.
2294;2107;surprise;Wat zou het zijn?
2297;858;happiness;Maar m'n moeder staat er nu achter.
2298;4188;surprise;Dus eigenlijk zou het beter zijn als Thijs het niet overleeft?
2302;443;neutrality;Sam heeft me dat wel 's verteld. Ja?
2303;6012;anger;Jij bent degene die dit heeft veroorzaakt, door jou is ze weg.
2304;2360;happiness;Toen ik je voor het eerst leerde kennen, vond ik je niet zo aardig. Ik vond je eigenlijk best een eikel. Maar toen wist ik niet wat voor liefdevolle man je kunt zijn.
2305;4315;anger;Nou, dat helpt niet echt.
2306;4231;fear;voor wat er gebeurt. En Sam... zal me altijd associeren met dat moment. Ja, maar op een goede manier toch? Dat is toch juist heel bijzonder. Dan heb je voor eeuwig een band. Ik ben bang dat ze 't je kwalijk gaat nemen als je 't niet doet. Dus jij vindt ook dat ik 't moet doen? Dat wil ik niet zeggen. Als jij er niks voor voelt moet je het niet doen.
2307;3949;sadness;Ik gooide een deur in haar gezicht. Zo'n snee op haar voorhoofd.
2308;1564;happiness;Ik heb je echt heel erg gemist.
2311;6842;neutrality;Dat gaan we dan niet redden in nacht. Wij gaan even 'n hamburger bestellen. In beweging blijven.
2313;3580;sadness;Jacques, ik begrijp 't volledig.
2316;3096;neutrality;Over Nina. Nina heeft 'n keuze gemaakt. Die ze voor mij niet hoeft te maken.
2317;4199;neutrality;Is dit ook opbeurend bedoeld? We gaan iets leuks doen. Anders worden we gek. Ik dacht dat je naar de 'store' moest. Om acht uur. Kom.
2318;8505;disgust;Weet je, het is alleen... De laatste tijd gaat het alleen over zijn reputatie. En om de fans en de views, om het merk Job, zoals hij 't zelf noemt.
2320;1596;anger;Ik hou je op de hoogte. Dat is niet genoeg.
2323;954;surprise;Weet ik ook niet. Zo... ehm. hallo.
2324;4497;disgust;Iemand die alleen maar aan zichzelf dacht terwijl er miljoenen mensen zijn die ook seropositief zijn... maar die wel de kracht hebben gevonden om door te gaan.
2327;2021;sadness;Maar ik kan niet met je mee. Ik heb Kimberly.
2328;3552;surprise;Zo zeg, 600.000 views, da's echt niet niks. Linda, er is iets.
2329;7094;neutrality;Maar dat staat je toch juist prachtig? Ik vind het 'too much'. Hee jongens, dat mag toch helemaal niet?
2330;1255;neutrality;Hij houdt van haar. Hij heeft tijd nodig. Al trekt hij er 'n jaar voor uit. Teddy heeft geen tijd.
2331;5149;neutrality;Pak aan.
2332;7778;anger;Nou, hij mag nu wel komen. Ik moet 'n nieuw nummer nemen. Luister.
2333;5653;fear;De lieve Thijs is weg. Gelijk wordt er geschreeuwd en gedreigd. Ik weet wanneer iets een act is. Uit ervaring.
2334;2618;happiness;Ze heeft de operatie goed doorstaan. Er waren geen complicaties, het is nu afwachten hoe d'r herstel verloopt.
2335;4431;sadness;Ze is verdomd goed in sporen wissen, heb ik gemerkt. Niemand is perfect. Iedereen maakt fouten, ook Maddy.
2336;7342;anger;En jou en Thijs hoef ik ook zo min mogelijk meer te zien.
2337;4485;fear;Wat ga je doen? Ik ga hem zoeken. Ik moet er voor hem zijn.
2338;7271;neutrality;Hai. Hai. Is Sjoerd er?
2339;6496;neutrality;Hee, dat is mooi. Mooi, he? Ja.
2340;8253;anger;Dit is 'n commercial, geen arthousefilm, ja. En 'n beetje dimmen. Ben je soms vergeten dat je blij mag zijn... dat ik jullie nog 'n laatste kans geef? Ja, go.
2342;4391;neutrality;Dan stond je nu niet aan m'n kop te zeuren. Je moet 't onder ogen zien.
2343;1006;fear;Dokter Lagerman, met Rikki de Jong spreekt u. moet die bloedtest van Thijs even uitstellen. Een paar uur, meer vraag ik niet.
2345;1414;sadness;Dag, Noud.
2346;1579;neutrality;Heren, de kaart. Nee, dank je, Marcel. Alstublieft. Geen fraaie actie van je vriendinnetje.
2347;7969;anger;Waarom accepteer je dat niet? Omdat ik je niet geloof. Jij bent op mij afgekomen. Dat ging dus mis. Ja, door jou. Ik hoef me maar om te draaien of jij staat er weer. Je blijft me maar lastigvallen.
2348;6563;neutrality;Ik neem aan dat Ludo daarop terug wil komen.
2350;769;happiness;Het komt allemaal goed.
2351;193;neutrality;Informatie over jou en over Sanders Incorporated. Wat voor informatie? Dat weet ik niet, ik ben er nooit op ingegaan...
2352;3234;surprise;Daarom verweet hij me gister dat ik niet genoeg van Nina hou?
2353;6319;fear;Hee, niet zo ongemakkelijk. Zo erg is 't nou ook weer niet. Ik was gewoon heel erg blij met Teddy en voor ons. Ik vergat dat... Het voelde gewoon vertrouwd.
2354;3309;surprise;Wat is er met Sam en Olivier? Olivier is ingestort op het feest. Hij heeft uitzaaiingen in de hersenen.
2355;3800;surprise;Liggen. Hee.
2356;3113;neutrality;Dus als je me zou willen excuseren. Ik moet 'n contract in orde maken.
2357;5042;happiness;Yes.
2358;3138;disgust;In deze toestand kan hij sowieso niet doneren.
2359;620;surprise;Ze was boos omdat mama Olivier had omgepraat niet met haar te trouwen. Ik wist helemaal niet dat ze trouwplannen hadden.
2361;1871;surprise;Ik heb hiv. Hiv, je hebt...
2362;579;anger;Kunnen jullie je er misschien even buiten houden? Sam, ik vind 't rot voor je dat Olivier straks... Rover. Dit is iets tussen Sam en mij. Nee.
2363;7017;anger;Op hem kan je sowieso niet rekenen, dus de volgende keer bel je mij. Of je appt, of mailt of laat een briefje achter.
2364;379;anger;Als 't niks met Bill te maken heeft, begrijp ik je heftige reactie niet. Omdat ik voel dat ik me moet verdedigen. Vind ik onterecht.
2368;6825;happiness;Sinds wanneer? Het was geen moment. Het was een speciaal gevoel dat terugkwam.
2372;6193;neutrality;Ja, of andersom. Nee nee, Job gaat voor Anna. Echt.
2374;1892;sadness;Is dat alles wat je te zeggen hebt? Ik ben nog niet klaar.
2375;4764;surprise;Hij steekt z'n geld in uw plannen om Sanders Inc. op te kopen... en te splitsen?
2376;1114;anger;Ik ben zo ontzettend kwaad op mezelf.
2377;3941;happiness;En wie weet als Teddy straks weer helemaal beter is...
2378;2161;neutrality;Zou dat het zijn, denk je? Hij heeft wel de meeste shotjes op. Hij ligt hier en hoort alles.
2379;5867;neutrality;Lijkt me leuk, maar graag 'n ander keertje. Nee, nu. Hee. Ben je ergens tegenaan gereden?
2380;7009;surprise;Nee, dit gaat allemaal veel te snel.
2381;7057;anger;Ga je nog naar 'm toe? Hm? Daarvoor zijn we hier toch? Nou, ik geef 'm nog even tijd om na te denken.
2382;5049;neutrality;Ja, ja. ok, dat begrijp ik. Joe, dag.
2383;5550;neutrality;Zonde van je energie. Er zijn nog andere leuke mannen op deze wereld.
2384;581;fear;Ik wil gewoon niet dat je ongelukkig bent. Daar heb je zelf voor gezorgd! Ga nou niet weg.
2385;1487;neutrality;Mam? Hee, hoe ging het?
2386;8121;anger;Mag die laptop even weg? Ja.
2388;6568;fear;Een meerderheidsaandeelhouder kan Ludo eruit werken. Wil je dat? Ik wil niks. Ik wil dat u de aandelen niet koopt. Ik heb een idee.
2389;3110;neutrality;En als ze dat niet is, dan zorg ik dat ze gelukkig wordt. Maak je niet druk.
2390;2349;happiness;Ik beloof je zolang ik leef dat ik al mijn liefde zal geven.
2391;6654;sadness;Wat moet ik nog meer zeggen om je te overtuigen? Ik wil echt alleen maar helpen.
2392;2457;surprise;Sjoerd, ik moet je iets vertellen. Wie liet 'm binnen? Jij? Ik kon niet anders.
2393;5133;sadness;Dat weet ik. Maar je bent nog steeds m'n zoon. Het is heel heftig wat er straks gaat gebeuren. Niet alleen voor Sam, maar ook voor jou. Als je me nodig hebt, ik ben er voor je, ok? Net als vroeger zeker?
2394;4357;neutrality;Wat als ik 'n manier weet om in keer Sanders Inc. over te nemen?
2395;5656;anger;Waarom verdien jij wel een tweede kans en ik niet?
2397;4614;neutrality;Hee, Olivier.
2399;7063;happiness;Beter dan sorry. Schat, ik vergeef je, hoor.
2400;365;anger;Nou? Waarom geef je geen antwoord op mijn vraag?
2402;4750;sadness;Ik wil dat je een boom wordt. Ik wil je as met zaadjes in de grond planten zodat er 'n boom uit komt.
2403;6176;neutrality;Hee, hou hem wel 'n beetje in de gaten.
2405;7722;neutrality;Misschien kan Anna op haar passen. Ze ziet er fit uit.
2406;8553;fear;Rikki heeft jou harder nodig dan ik. Ze slaapt. Eerst werd ze slaappillen voorgeschreven. Ik heb op 't punt gestaan je te bellen. Toen ik het hoorde van Teddy. Ik wil dat je weet dat ik veel aan jullie denk. Ik vind het verschrikkelijk. Het is heftig voor Rikki. Niet te bevatten. Hou jij het een beetje vol? Ik vind het vreselijk dat ik niks kan doen. Maar je kunt het jezelf niet aanrekenen. Ik had het kunnen voorkomen. Hij heeft Rikki doodongelukkig gemaakt. Ik heb hem over ons heen laten lopen. Het lijkt me zo moeilijk, dit. Voor Rikki. Voor jou ook natuurlijk. En dan loop je mij te troosten. Dat gaat nergens over natuurlijk. Weet je, ik heb er geen grip op. Het wordt steeds extremer. Waar gaat dit stoppen? Ik heb geen idee. Jullie hebben wel meer meegemaakt. En daar zijn jullie altijd weer uitgekomen. Ik kan echt niemand meer vertrouwen. Mij wel, toch? Ja. Dat wel. Ik doe echt m'n best om positief te blijven. Ik vind het soms wel moeilijk. Dat snap ik. Maar vergeleken bij Hein is dit een eitje. Kom op. Je kan er altijd nog 'n boek over schrijven. Ja, dat is waar. En onthoud ding: Als er wat is, je mag me altijd lastigvallen. Wat jou en Ludo overkomt is niet niks. Je mag best van slag zijn. Hetzelfde geldt andersom. Nou, loop eens door, hinkepoot. Ja.
2408;7735;fear;En ik wil dat we samen genieten... zonder dat ik me steeds zorgen hoef te maken dat Teddy iets oploopt.
2410;828;neutrality;Mijn dochter is volwassen geworden. Sam heeft me overtuigd dat ze weet wat ze doet.
2411;2409;sadness;Noud, ga je weg? Er is taart, champagne, blijf nog even.
2412;577;anger;Dit is onze keuze… en jij moet je daar helemaal niet mee bemoeien.
2413;1813;surprise;Waar gaat dit over?
2414;5667;disgust;Je hebt zelf ook 'n smoes verteld bij die sponsor. Om jou te dekken.
2415;4264;happiness;En we zijn gestopt. Je was echt geweldig. Ik deed maar wat, hoor. Wat je deed, deed je goed. Bijna net zo goed als ik.
2416;3933;anger;Ik doe alles. Meisje, hee.
2417;1234;sadness;Ik kon het niet.
2418;2092;surprise;Best vreemd, dit.
2419;8096;fear;En we willen zeker niet zomaar beschoten worden.
2420;6335;fear;10 procent van alle aandelen. Alleen zou 't mooi zijn als Bill... Ik neem Bill voor m'n rekening.
2421;1462;neutrality;Meneer Sanders, helaas. Ook niet.
2422;4339;happiness;Ik ben zo blij dat jullie m'n hulp accepteren. Ludo.
2423;5871;happiness;Ja. Mooi.
2425;8146;sadness;Ik wil niks liever dan dat jij gelukkig bent. Ik ben zelfs meegegaan in jouw leugen tegen Sam. Voor jou. Totdat ik erachter kwam dat het niet alleen 'n leugen is tegen Sam... maar ook tegenover jezelf.
2426;5748;anger;Gast.
2427;5226;sadness;Jullie kunnen nu afscheid nemen als je wil.
2428;7596;sadness;Sorry.
2429;446;sadness;Je zou je op andere dingen moeten richten dan 'n huwelijk organiseren. Jullie moeten samen leuke dingen doen. Sam zou hier lekker met jou moeten lunchen. In plaats van van alles buitenshuis regelen. Ze is sterk. Jawel. Dat huwelijk heeft voor ons 'n toegevoegde waarde. Hoe heftig het ook is. Wij geloven erin. En ik denk dat Sam het aankan.
2430;4362;surprise;Ik dacht dat jij en Ludo 't hadden bijgelegd.
2432;6934;happiness;Kom je zo? Dan nemen we alvast een voorschot op onze huwelijksnacht. Hou mij maar eens tegen. Tot zo.
2434;2684;sadness;Ik vind dat je weg moet gaan, je had hier nooit moeten komen. Mijn schoonzoon viel halfdood neer, ik wil er zijn voor m'n dochter. Jij had beloofd dat je een smoesje zou bedenken en dat je weg zou gaan. Dat heb ik nooit beloofd. Trouwens, dat was voor die jongen... Ik wil dit niet en ik wil... Moet je voorstellen dat Anton ons...
2435;1836;surprise;Wil je dat ik met je meega?
2436;452;happiness;Hoe ziet de trouwlocatie eruit? Aan de rand van het dorp ligt een prachtig landgoed... Sorry. Hee. Hee.
2437;6649;surprise;Waarom zou ik dit doen? Je vindt dat hij je niet in de familie opneemt.
2438;4213;surprise;Niet thuis? Nee. Ook niet op z'n werk. Wel geweest, maar alweer weg. Ja, fuck, het is voor acht. We moeten live.
2439;5128;surprise;Ja. Wil je dan niet naar huis?
2440;965;surprise;Ehm... waar? Hier.
2441;5122;surprise;Je kan het ook uitstellen, he. Het hoeft niet per se vandaag. Dat weet je toch wel? Je maakt nog grapjes, dus dat... Nee. Het blijft zo. Ik kan niet meer. Zullen we verder kijken?
2442;3903;happiness;Sjoerd, Sjoerd. Het komt goed.
2443;3830;happiness;Zo, kijk eens wie ik mee heb genomen. Hee.
2444;2554;disgust;Ga weg. Waarom heb je niks gezegd?
2445;5178;disgust;En die jullie straks heel hard zal nodig hebben.
2446;391;happiness;Jongens, gefeliciteerd. Dank je wel. Bedankt. Ik was eerlijk gezegd nogal verrast. Ik ook.
2447;5058;surprise;Het moet iemand uit de directe omgeving zijn. En die man die de boel heeft opgelicht?
2448;7833;neutrality;Ik ga m'n spullen pakken.
2449;3946;sadness;Hee, hoe laat vlieg je? Eind van de middag. Pa brengt me over 'n uurtje naar het vliegveld. Ik ga je missen.
2450;473;happiness;Ik vind dat leuk. Hee, ik hou van je. Ik wil dit. Schatje, ik hou ook van jou.
2451;2279;sadness;Ik wou dat 't zo was, maar 't is niet zo.
2452;2147;happiness;Episch hoor, zo'n vrijgezellenavond.
2453;3537;happiness;Je bent geweldig.
2454;5067;happiness;Hee, ik was toevallig in de buurt, dus ik kom Bram even 'n kus geven.
2455;8099;sadness;Weet je wat ook erg is? Dat je droomt dat je schreeuwt, maar er geen geluid uitkomt. Of was dat daarnet gewoon een truc om Noud naar boven te krijgen? Toen je mij zag, was het meteen over. Ja, omdat je het licht aan deed.
2456;5774;sadness;Je voelt je shit, maar dat is geen reden om je leven te verkloten. Bram is er ook nog, he. Zorg ervoor dat je die niet ook kwijtraakt. Trek even aan rem.
2457;5404;happiness;Het is sterk als je er staat met opgeheven hoofd.
2458;1208;sadness;En we hadden 't anders moeten doen. Jij.
2460;6058;happiness;Da's mooi, kun je meteen effe helpen.
2461;7218;sadness;Papa houdt heel erg veel van je. Dat weet je wel, toch? Ja. Je kan hem alleen voorlopig even niet meer zien. Dat heeft helemaal niks met jou te maken. Maar het gaat even niet zo goed met hem. Dat is niet zo leuk. Het spijt me, lieverd.
2462;6650;happiness;Dat doet hij nu wel en daar ben ik heel blij mee. Het is allemaal tactiek.
2463;2515;fear;Jij wil graag moeder worden. Laat je dat nou niet afnemen. Dat je boos bent, ok. Dat je... Er zit al zoveel liefde in deze baby.
2464;6880;happiness;Dat dacht ik niet. Alsjeblieft. Nou, nog eentje dan. ok? Proost.
2465;8274;disgust;Waar niet in? In dat gedatet en zo.
2466;404;surprise;Hee, wat leuk dat jij er ook bij bent.
2467;6122;fear;We zijn iets vergeten. Het moet.
2469;2364;happiness;Ik wil je bedanken voor het vertrouwen dat je in me hebt gehad.
2470;7353;sadness;wat vervelend, koorts?
2471;5564;sadness;Hoe eerder we deze nachtmerrie achter ons kunnen laten, hoe beter.
2472;6884;sadness;Jammer, ik hou niet zo van netjes.
2473;908;fear;Nee nee, ik heb niks tegen iemand gezegd. Echt niet, ik zweer het. Luister, Maddy. Stel dat we het terugdraaien...
2474;1119;anger;Waarom is hier niemand aan het werk?
2475;7260;disgust;Zo. Dit gaat wel ver, vind je niet?
2476;901;sadness;Pap. Hee. Wat is er? Ze hebben Malena. Wie zijn ze?
2478;2238;happiness;Ik vond dat hij erbij moest zijn. Je bent de beste.
2479;4260;happiness;Quinoa is ook ontzettend lekker in salades. Griekse, Nicoise... tonijn, maar voor nu...
2480;6741;happiness;Ja, en Rik en Job zijn er ook nog. Hee, hoor ik daar m'n naam? Als in oppas. ja, Teddy komt thuis he, vandaag. Eindelijk.
2481;5337;surprise;En dan niet die boerenkoolprut die in je vlog zat. Nee, dat was ook niet mijn recept. Maar mannen houden dus van eten?
2482;752;disgust;Sam heeft bij Bill geslapen. Het is maar waar je zin in hebt. god, heeft ze hem gestuurd.
2485;8100;sadness;Ik ben nogal moe. Ja? Zullen we later verder kletsen?
2486;3696;neutrality;Voor degenen die haar nog niet kennen, dis is Kimberly, m'n nichtje. Nina's vader wilde graag komen, maar mocht niet... en mijn vader... Helaas zijn er altijd mensen die niet kunnen.
2487;4688;surprise;Of ze altijd rauw voer aan 't eten is. Wat ze vanavond doet.
2488;1317;surprise;Thijs? Wij gaan naar de wachtkamer. Kom je zo naar ons toe? Jij bent helemaal gek geworden.
2489;3014;anger;Sorry. Geeft niet.
2490;1207;anger;Waar zijn die kutsleutels? Rikki zwanger, jij zwanger... Ik wilde alleen een kind met jou.
2491;6230;happiness;Dat heb ik inmiddels begrepen en dat had ik ook al toegegeven. Het is heel lief dat je zo voor je neef opkomt.
2492;3908;happiness;Dat staat straks in je geheugen gegrift. Dus hoe mooier die momenten zijn, des te beter voor jou.
2493;6548;sadness;Ik ga je niet dwingen om hiermee door te gaan... maar jij bent naar mij toe gekomen met dit voorstel. Ik ben van gedachte veranderd. Dat heb jij vast ook weleens.
2494;1309;fear;Hij heeft er iets voor gezet, maar ik kan 't niet zien. Thijs, doe open. Laat hem nou even. Straks doet hij Teddy iets aan. Dat doet hij niet.
2495;910;surprise;Waarom niet? Ik had... Opgehangen. Waarom zette je 'm niet op de speaker? Dat hoor je toch. Ze klonk trouwens heel raar, vervormd of zo. Ze is natuurlijk bang dat er iemand mee luistert. Ze vertrouwt je niet. En?
2496;3375;surprise;ze heeft even tijd nodig. Ze moet uitrazen?
2497;2850;disgust;Thijs... Opdonderen.
2498;4189;surprise;Toch? Voor jou. Nee, natuurlijk niet. Hoe kan je nou zoiets zeggen?
2500;426;neutrality;Zeg het 's.
2501;2876;surprise;Die mogen eraf. Ik ga de regelen. Wat is er met je vader?
2502;5525;surprise;Ik dacht dat je de pers zou zeggen dat je niet te lijmen bent.
2503;3313;disgust;Net ook, voordat jij hier aankwam... dan komt hij zogenaamd iets met Laura bespreken. Hij stalkt me gewoon.
2504;934;happiness;Hee. Hee, er is nieuws.
2505;8147;anger;Anton is een leuke vent, hoor. Maar je weet net zo goed als ik: Wij horen bij elkaar. En nou eruit.
2506;3101;anger;Je kunt 'n dochter niet laten breken met van haar ouders.
2507;8063;happiness;En? Het is gefikst. Jee, wat ben jij lang bezig geweest.
2511;308;neutrality;want dan hebben we 'n groot Aziatisch congres.
2514;6174;happiness;Oe. Floor, we gaan ervoor. Toch? Ja ja ja.
2516;4155;neutrality;We willen dat Anton de euthanasie doet, maar hij zegt nee. Dat snap ik.
2517;2108;disgust;weer wodka. Hij wel, hoor.
2518;4672;neutrality;Kim was het? Kimberly.
2519;4603;happiness;Dat vind ik toch altijd zo'n mooi stukje, he.
2520;1125;sadness;Ze leek ook een beetje overstuur. Dan ga je erachteraan...
2521;7995;surprise;Waarom kan je niet blij zijn dat zo'n leuke jongen jou leuk vindt? Ik wil niks met Felix.
2522;1688;neutrality;Misschien kunnen we onderzoeken... waar de mobiel van Malena 't laatst 'n signaal gaf.
2523;4273;neutrality;Ssst. Stil. Ik kijk even... Hee, hee. Ik kijk even of er nog wat te zuipen is.
2524;2604;neutrality;Ik ga even wat water pakken uit de cooler, wil je ook?
2525;5129;sadness;Duurt nog wel even voordat het zover is. Ik wens je veel sterkte, ik zal aan je denken.
2528;937;neutrality;Omdat ze zo geel werd, wisten ze waarop ze moesten testen.
2529;2480;neutrality;is het belangrijkst.
2531;5967;sadness;Ik kan maar beter gaan. Lijkt me ook prima. Dag. Bel me alsjeblieft als ze weer terug is. Hee.
2532;5253;neutrality;Proost dan maar.
2533;6336;neutrality;Ik zorg ervoor dat hij zich terugtrekt. Nou... Vertrouw mij maar. Ik hou je op de hoogte.
2536;5543;neutrality;Is Noud bijna zover me 'n kamer te geven, komt hij binnen. Die falafelballetjes zijn ding, maar hoezo zijn we met elkaar bezig?
2537;1940;sadness;Ik moet weg, ver weg waar niemand me kan vinden.
2538;293;neutrality;Nee. Heb je al d'r oude nummers nog?
2540;6261;anger;Je kan je dochter misschien voor de gek houden, maar mij niet.
2541;1870;anger;Terug? Naar wat? Wat is dit? Wat wil jij van mij? Ik wil dat je je laat testen.
2542;7739;happiness;Joepie.
2543;843;happiness;Dat heb je goed gedaan.
2544;2082;fear;Denk je dat Maddy haar onder druk zal zetten? Als jij hier blijft dan zal ze je zeker onder druk zetten. Als jij met mij meegaat en Kimberly weet van niks, dan... dan vermoed ik dat ze haar met rust zal laten. Als ik hier blijf dan zet ik 't leven van m'n dochter op 't spel.
2545;1830;fear;Hoeveelste espresso was dit vandaag? Je leeft op cafeine, dat is niet goed. En dat helpt jou niet en Malena ook niet. Wat wil je dat ik doe? Pap? Pap?
2547;570;anger;Heb jij hem omgepraat? Heb jij hier iets mee te maken?
2548;7068;neutrality;Daar heb ik dus m'n twijfels over.
2549;6093;happiness;Wat leuk om je live te ontmoeten. Vind ik ook.
